store,city,region,province,size,revenue,units,cost,gross_profit,promo_units,energy_units,regularBars_units,gum_units,bagpegCandy_units,isotonics_units,singleServePotato_units,takeHomePotato_units,kingBars_units,flatWater_units,psd591Ml_units
12339,LAVAL,QUEBEC,QC,836,2264.47,1019.5,1393.83,870.63,412.02,298.92,75.37,88.79,20.5,52.77,28.6,18.54,31.38,95.38,23.46
12362,SAINTE-JULIE,QUEBEC,QC,759,3790.6,1724.96,2225.35,1565.26,699.08,335.27,136.13,97.69,41.08,119.96,77.46,36.02,34.77,237.98,103.42
12411,DELSON,QUEBEC,QC,731,3863.29,1678.23,2414.42,1448.87,651.38,489.27,119.31,103.56,43.98,103.65,46.71,46.02,47.63,145.9,56.12
12478,SAINT-JEAN-PORT-JOLI,QUEBEC,QC,894,8900.28,3873.46,5140.7,3759.57,1146.98,561.13,292,183.42,108.62,199.44,234.44,140.35,139.23,493.13,206.81
12524,STONEHAM-ET-TEWKESBURY,QUEBEC,QC,846,7790.94,3319.38,4505.16,3285.78,991.21,551.62,260.83,178.33,132.54,186.15,184.85,107.9,91.13,452.25,135.35
12527,QUÃ‰BEC,QUEBEC,QC,879,4228.33,1843.58,2653.18,1575.16,662.94,379.27,122.13,123.13,81.63,134.31,66.67,76.81,42.48,114.33,70.1
12636,HALIFAX,ATLANTIC,NS,676,1921.36,930.92,1199.57,721.79,409.74,138.12,75.32,60.74,51.04,71.34,42.6,20.36,24.86,79.88,40.84
12637,HALIFAX,ATLANTIC,NS,824,4096.78,2032.31,2605.5,1491.28,835.19,306.04,244,61.77,61.73,88.62,139.58,36.92,82.29,108.92,115.27
12638,FALL RIVER,ATLANTIC,NS,801,2668.84,1212.56,1636.38,1032.46,394.83,154.92,122.38,57.12,35.21,84.25,70.25,24.67,36.5,124.79,69.85
12642,BEDFORD,ATLANTIC,NS,642,1966.47,930.08,1213.33,753.14,331.48,150.23,88.33,46.46,15.19,63.71,50.29,12.85,38.27,69.29,59.83
12644,DARTMOUTH,ATLANTIC,NS,628,3102.65,1491.37,1974.87,1127.79,524.15,184.08,144.31,50.13,41.06,63,83.31,34.79,67.21,65.4,109.15
12647,DARTMOUTH,ATLANTIC,NS,924,2393.54,1070.46,1495.2,898.34,342,171.17,90.42,33.69,31.31,65.35,64.73,30.75,59.77,57.29,61.67
12685,HALIFAX,ATLANTIC,NS,896,2303.41,1044.29,1427.68,875.73,378.81,148.38,95.65,48.13,31.83,73.58,57.73,27.96,41.94,100.83,50.92
12686,STEWIACKE,ATLANTIC,NS,1041,7177.81,3211.88,4417.72,2760.09,1277.67,468.85,270.4,136.67,108.27,198.67,186.54,86.08,139.15,322.69,198.06
12687,LOWER SACKVILLE,ATLANTIC,NS,854,3088.6,1410.71,1969.05,1119.55,558.06,272.9,129.21,55.13,36.42,92.08,72.83,29.77,44.87,115.29,90.33
12690,HALIFAX,ATLANTIC,NS,991,4845.06,2217.31,3111.52,1733.54,843.71,400.42,181.04,80.88,60.87,124.62,123.33,59.02,91.65,132.71,118.65
12693,DARTMOUTH,ATLANTIC,NS,779,2591.62,1202.77,1630.48,961.13,468.48,173.65,106.12,63.56,31.71,84.67,52.48,24.29,43.17,76.1,73.9
12705,CAP-ROUGE,QUEBEC,QC,868,3177.39,1378.27,1938.08,1239.31,466.62,226.96,98.69,115.44,59.58,103.75,55.81,56.62,36.73,114.96,48.62
12710,SAINT-HUBERT,QUEBEC,QC,709,2390.79,1055.56,1459.06,931.73,351.94,234.6,91.06,64.37,27.35,58.35,31.33,23.31,29.19,101.46,33.85
12711,MONTRÃ‰AL,QUEBEC,QC,938,5558.38,2447.9,3266.43,2291.95,888.96,536.79,144,171.33,56.17,121.44,73.87,44.35,77.06,326.42,55.62
12721,MONTRÃ‰AL,QUEBEC,QC,845,3527.14,1574.96,2188.78,1338.36,649.6,481.81,103.5,99.71,29.29,89.94,58.19,22.9,43.79,143.46,55.23
12739,DOLLARD DES ORMEAUX,QUEBEC,QC,816,4295.37,2002.77,2588.02,1707.35,764.27,365.88,147.77,162.94,50.13,101.37,82.19,28.12,79.13,260.52,65.15
12762,MONTRÃ‰AL,QUEBEC,QC,872,3801.05,1718.23,2400.09,1400.96,660.92,337.81,123.71,109.63,41.63,107.54,63.27,32.83,47.67,230.75,39.35
12764,MONTRÃ‰AL,QUEBEC,QC,893,4641.79,2135.27,2736.09,1905.69,596.49,323.51,156.31,159.96,53.98,119.8,95.69,46.76,60.76,279.53,47.84
12770,GREENFIELD PARK,QUEBEC,QC,859,5483.28,2456.85,3386.81,2096.46,897.94,519.21,178.73,133.38,72.48,114.19,73.13,52.48,89.08,217.63,103.13
12771,MONTRÃ‰AL,QUEBEC,QC,846,4652.2,2084.92,2847.96,1804.24,728.17,359.02,160.94,116.17,66.56,112.87,89.73,67.15,80.38,194.71,51.06
12778,ST-LAURENT,QUEBEC,QC,346,586.98,305.83,342.44,244.54,126.21,48.69,27.75,34.1,3.83,11.38,13.4,3.37,10.94,45.1,8.75
12800,MONTRÃ‰AL,QUEBEC,QC,924,7364.15,3330.83,4306.05,3058.1,927.04,386.35,238.75,164.98,96.56,200.94,124.6,84.83,110.1,581.88,65.85
12802,MONTRÃ‰AL,QUEBEC,QC,738,4382.89,1957.37,2585.15,1797.74,590.38,299.83,157.15,115.83,75.21,123.87,78.23,49.94,77.77,232.31,50.88
12816,STE-HÃ‰LÃˆNE-DE-BAGOT,QUEBEC,QC,897,8319.57,3704.06,4898.79,3420.77,1245.29,621.33,362.54,163.37,90.88,194.12,179.46,110.4,147.31,499.08,146.94
12818,LAVAL,QUEBEC,QC,696,3698.94,1683.6,2214.84,1484.1,573.1,300.73,165.19,186.19,45.35,82.31,46.87,34.5,71.48,164.44,49.38
12841,DORVAL,QUEBEC,QC,467,1681.73,789.21,1008.2,673.53,279.77,149.6,58.75,54.9,11.13,51.83,32.4,10.02,20.44,91.13,31.06
12844,LACHINE,QUEBEC,QC,560,1486.28,715.43,877.91,608.38,227.67,170.39,55.67,57.71,1.59,34.49,34.43,5.8,33.69,78.73,18.14
12845,BOUCHERVILLE,QUEBEC,QC,882,2554.14,1126.69,1556.2,997.94,386.35,244.81,79.85,85.65,32.62,74.83,48.1,30.96,33.17,84.46,37.02
12958,MONTRÃ‰AL,QUEBEC,QC,335,1229.99,609.67,729.39,500.6,197.92,134.27,39.81,49.33,5.38,34.46,30.87,0.29,25.1,77.63,29.25
12959,SAINT-LÃ‰ONARD,QUEBEC,QC,713,2612.17,1209.79,1549.37,1062.79,387.92,203.52,97.19,93.21,24.44,69.13,43.83,25.08,41.56,157.15,42.71
12972,LONGUEUIL,QUEBEC,QC,739,2745.28,1223.1,1677.85,1067.43,474.38,290.65,80.1,97.13,25.58,68.31,34.12,30.42,28.42,136.58,46.79
12973,MONTRÃ‰AL,QUEBEC,QC,733,2778.46,1283.35,1652.35,1126.11,423.75,208.52,98.4,94.46,25.94,86.9,39.6,24.44,37.58,166.92,46.92
12975,BROSSARD,QUEBEC,QC,819,3529.55,1565.94,2125.66,1403.89,456.4,289.15,117,102.19,42.12,76.63,68.1,38.9,53.21,165.9,51.5
12977,NEUFCHATEL,QUEBEC,QC,930,4503.03,1968.35,2799.65,1703.38,775.69,481.67,126.73,157.92,77.61,147.98,61.88,55.65,41.71,137.67,79.8
12981,CHATEAUGUAY,QUEBEC,QC,916,6453.64,2813.96,3961.6,2492.03,984.12,593.81,206.02,175,64.75,163.4,100.62,92.13,83.71,243.04,88.9
12982,LAVAL,QUEBEC,QC,723,2150.73,961.04,1319.12,831.61,368.92,231.54,80.21,94.77,25.15,53.17,26.25,21.58,30.87,83.6,42.5
12987,MONTRÃ‰AL NORD,QUEBEC,QC,813,2242.64,1032.44,1373.96,868.69,400,225.5,98.35,74.56,26.35,47.4,31.37,16.98,41.37,108.58,28.71
12988,ANJOU,QUEBEC,QC,797,2073.79,945.42,1261.32,812.47,318.9,171.35,92.63,75.52,21.42,40.46,37.17,30.71,39.23,88.81,29.37
12993,SAINT-HYACINTHE,QUEBEC,QC,738,1972.74,921.12,1227.53,745.2,437.02,237.62,80.42,74.17,21.08,45.21,29.56,19.71,20.08,91.87,55.06
12994,KIRKLAND,QUEBEC,QC,557,2154.61,1013.38,1307.81,846.8,410.37,215.27,94,77.19,24,57.21,41.69,12.23,43.54,123.94,29.12
12996,ST-LAURENT,QUEBEC,QC,560,2825.81,1312.63,1679.11,1146.71,435.77,282.33,114.69,123.29,30.81,65.67,54.96,15.48,54.48,163.15,33.65
12998,MONTRÃ‰AL,QUEBEC,QC,874,5405.35,2503.69,3267.76,2137.59,829.67,445.17,187.83,151.4,63.13,129.19,89.83,51.71,81.9,288.19,62.94
13004,MONTRÃ‰AL,QUEBEC,QC,858,4062.92,1807.13,2428.77,1634.15,532.04,264.67,130.58,113.19,55.63,102.75,72.67,64.4,79.13,198.73,37.98
13005,MONTRÃ‰AL,QUEBEC,QC,684,2220.59,1025.08,1331.17,889.43,378.04,215.92,93.13,63.58,22.19,65.54,38.02,15.56,32.46,128.5,29.54
13010,MONTRÃ‰AL,QUEBEC,QC,689,2660.45,1179.79,1612.46,1047.99,417.44,237.88,85.35,91.06,28.29,71.75,34.88,25.31,46.21,133.65,27.27
13011,LAVAL,QUEBEC,QC,808,2980.45,1333.63,1843.08,1137.37,536.06,351.33,92.46,106.5,24.23,90.08,37.88,28.62,36.23,127.88,38.56
13013,DRUMMONDVILLE,QUEBEC,QC,836,2727.55,1219.42,1711.21,1016.34,559.6,315.92,101.56,88.52,31.58,72.85,32.75,29.27,39.08,96.67,57.31
13014,SAINT-LAURENT,QUEBEC,QC,352,605.69,313.77,359.92,245.77,109.17,61.25,36.85,49.52,5.71,12.44,11.69,1.25,15.29,30.81,4.5
13015,GATINEAU,QUEBEC,QC,851,3330.87,1450.87,2079.59,1251.28,549.46,265.54,117.33,87.38,38.04,70.83,50.27,51.5,56.29,104.17,60.15
13016,MONTRÃ‰AL,QUEBEC,QC,866,3754.83,1668.88,2266.72,1488.11,513.5,273.63,128.31,99,41.65,90.75,61.33,43.71,80.56,187.54,38.92
13017,MONTRÃ‰AL,QUEBEC,QC,NA,784.9,415.1,453.79,331.11,139.25,61.31,49.83,58.6,5.79,15.69,23.77,4.21,26.02,55.19,18.35
13020,MONTRÃ‰AL,QUEBEC,QC,889,5177.62,2301.46,3094.14,2083.48,732.06,389.44,157.5,153,51.96,150.29,85.73,72.69,80.15,308.83,56.17
13048,LAVAL,QUEBEC,QC,694,1958.77,898.33,1191.68,767.09,345.51,187.9,68.12,87.53,32.14,49.92,29.69,16.22,31.69,100.73,24.98
13049,LAVAL,QUEBEC,QC,670,1560.21,710.21,943.38,616.83,246.65,142.73,67,60.44,21.06,31.71,22.79,15.75,30.71,75.21,14.92
13053,MONTRÃ‰AL,QUEBEC,QC,774,3749.76,1671.77,2234.71,1515.05,518.79,330.65,105.81,110.9,24.94,113.04,58.81,28.12,63.52,213.52,47.21
13057,BOISBRIAND,QUEBEC,QC,888,7573.02,3254.73,4607.93,2965.09,1315.77,871.37,188.62,168.19,90.29,242.58,102.75,92.75,80.65,328.27,86.63
13066,SAINT-MATHIEU-DE-BELOEIL,QUEBEC,QC,742,2385.28,1064.96,1417.9,967.37,410.33,250.02,74.52,77.87,21,74.63,42.21,25.88,32.62,114.12,53.56
13068,ANCIENNE-LORETTE,QUEBEC,QC,787,1976.08,885.15,1217.77,758.31,356.08,205.44,63.73,71.83,28.23,76.71,29.81,23.98,18.94,59.88,43.81
13069,GATINEAU,QUEBEC,QC,923,4114.37,1758.17,2594.4,1519.97,697.06,445.67,102.31,115.23,53.9,111.15,37.21,55.48,59.54,133.02,71.21
13073,BOUCHERVILLE,QUEBEC,QC,882,4655.06,2013.15,2871.31,1783.74,753.33,437.94,132.6,144.27,58.48,148.87,69.92,77.12,41.29,189.69,60.58
13074,CANDIAC,QUEBEC,QC,855,4087.62,1822.44,2552.55,1535.07,739.21,411.63,140.12,109.54,45.25,102.02,73.15,53.04,73.13,135.9,66.42
13075,BOUCHERVILLE,QUEBEC,QC,816,4160.34,1840.1,2584.91,1575.43,765,417.94,123.94,151.96,60.1,144.23,49.1,57.04,38.21,172.17,60.79
13079,QUÃ‰BEC,QUEBEC,QC,807,4763.01,2089.42,2999.13,1763.88,854.25,563.02,140.83,121.6,54.31,132.46,86.6,60.33,51.44,133.44,101.15
13080,VAUDREUIL,QUEBEC,QC,698,2230.01,1000.31,1360.77,869.24,372.42,249.44,69.67,68.15,20.73,63.6,33.19,16.15,37.13,112.96,32.54
13089,LONGUEUIL,QUEBEC,QC,586,3205.79,1504.6,2020.52,1185.28,747.96,410.73,147.65,133.46,31.35,82.38,43.75,20.65,36.44,106.46,51.87
13091,LONGUEUIL,QUEBEC,QC,846,2994.05,1388.35,1817.78,1176.26,529.19,277.9,124.37,113.37,40.5,66.12,49.19,37.83,25.65,121.33,39.4
13094,ANGE GARDIEN DE ROUVILLE,QUEBEC,QC,671,3658.59,1738.52,2130.17,1528.42,784.06,315.6,168.23,219.71,63.44,79.88,66.92,33.29,44.19,238.81,64.15
13137,QUÃ‰BEC,QUEBEC,QC,938,7343.25,3293.16,4288.24,3055.01,1216.75,456.8,271.29,185.73,108.22,206.08,179.41,114.33,69.88,497,108.49
13154,LAVAL,QUEBEC,QC,770,2777.38,1251.19,1708.14,1069.24,475.4,313.96,101.85,87.08,28.94,58.85,36.46,19.27,37.94,113.81,40.08
13155,TROIS-RIVIÃˆRES,QUEBEC,QC,907,5644.02,2507.88,3464.92,2179.1,958.67,562.19,156.42,186.06,76.38,159.79,87.48,78.88,56.56,217.65,102.52
13184,GATINEAU,QUEBEC,QC,867,5719.29,2417.27,3556.41,2162.88,883.92,546.44,152.65,152.42,66.96,141.58,62.48,73.75,91.23,189.44,82.94
13185,GATINEAU,QUEBEC,QC,847,5013.17,2183.81,3140.3,1872.88,814.02,415.88,155.87,134.94,61.37,109.77,80.71,77.17,69.46,152.56,89.79
13249,MONCTON,ATLANTIC,NB,982,6480.3,2845.52,4004.49,2475.81,813.83,286.46,201.35,100.17,126.65,174.81,159.08,116.04,112.29,327.9,166.06
13303,MIRABEL,QUEBEC,QC,877,6314.35,2657.15,3795.51,2518.85,971.87,725.12,160,130.17,62.37,195.67,89,61.13,65.42,256.79,60.67
13370,VILLE MONT ROYAL,QUEBEC,QC,354,927.47,465.31,544.2,383.27,103.17,78.06,38.77,39.73,6.42,15.1,37.94,0,20.92,50.35,19.98
13377,LAVAL,QUEBEC,QC,842,2560.28,1165.81,1592.26,968.02,507.19,314.17,85.1,104.17,23.21,65.87,36.81,20.92,43.48,107.12,30.06
13388,SAINT-LÃ‰ONARD,QUEBEC,QC,811,2980.66,1345.87,1809.87,1170.79,452.62,267.87,105.88,88.56,29.9,75.5,42.69,28.37,47.12,138.85,43.56
13411,QUÃ‰BEC,QUEBEC,QC,923,2949.35,1284.79,1868.81,1080.54,563.21,365.04,84.48,97.85,38.48,81.5,40.9,40.12,27.65,88.33,49.37
13516,MONTRÃ‰AL,QUEBEC,QC,1034,5754.55,2622.08,3561.14,2193.4,986.9,392.52,253.04,169.71,73.29,107.77,78.29,85.21,111.42,289.12,75.48
13522,ST-JÃ‰RÃ”ME,QUEBEC,QC,860,6380.04,2842.58,3940.69,2439.35,1167.92,776.65,209.83,212.5,69.6,163.75,79.27,59.44,74.73,284.19,79.5
13541,SAINT-HUBERT,QUEBEC,QC,904,4527.58,1993.4,2809.79,1717.79,832.58,497.15,152.17,108.85,52.69,120.62,59.94,54.56,58.1,191.63,72.23
13761,VERDUN,QUEBEC,QC,902,3908.81,1683.58,2449.87,1458.94,586.75,291,134.31,70.27,52.31,95.23,58.85,69.06,61.83,116.08,51.81
13780,BEAUPORT,QUEBEC,QC,764,3312.44,1439.5,2066.73,1245.72,571.87,384.94,96.52,122.33,55.1,96.15,51.58,45.9,32.23,100.15,52.33
13787,REPENTIGNY,QUEBEC,QC,761,4467.42,2032.38,2758.24,1709.18,927.12,516.38,135.58,225.81,75.58,112.73,41.06,41.6,46.5,165.44,53.98
13789,MONT-TREMBLANT,QUEBEC,QC,787,2965.69,1329.46,1801.33,1164.35,604.9,327.35,95.27,115.13,37.58,80.21,42.96,41.9,39.71,135.6,42.19
13797,SAINT JOHN,ATLANTIC,NB,821,4397.61,2023.63,2813.25,1584.36,687.38,268.25,168.31,80.29,45.87,93.73,132.4,79.21,89.92,145.94,111.88
13800,DARTMOUTH,ATLANTIC,NS,766,1658.6,777.98,1051.69,606.91,328.27,141.79,79.17,45.02,22.71,49.06,39.71,16.33,30.65,50.81,48.27
13808,BROMONT,QUEBEC,QC,895,3488.4,1537.79,2073.66,1414.73,592.9,305.35,110.85,111.25,52.12,104.15,46.65,43.31,40.38,195.87,36.75
13822,VANIER,QUEBEC,QC,543,1490.5,704.1,910.68,579.82,295.9,199.58,50.23,74.92,13.6,47,27.25,7.21,16.42,72.79,28.87
13833,SHERBROOKE,QUEBEC,QC,850,3973.51,1738.92,2455.6,1517.91,671.08,370.27,138.4,118.98,39.71,120.85,60.96,52.42,54.52,151.02,78.27
13847,NORTH RIVER,ATLANTIC,PE,926,4511.06,2118.29,2830.6,1680.46,790.29,228.62,283.08,72.35,68.4,102.52,104.54,80.58,73.98,159.52,102.17
13887,GATINEAU,QUEBEC,QC,857,5399.67,2386.67,3316.07,2083.61,892.1,439.62,164.19,230.38,77.83,143.46,73.37,78.62,75.1,211.65,77.52
13900,GATINEAU,QUEBEC,QC,874,5356.23,2263,3312.98,2043.24,814.96,469.48,147.37,171.31,73.65,145.04,71.21,87.1,79.02,174.79,67.94
13903,SAINT JOHN,ATLANTIC,NB,600,2991.06,1438.62,1874.88,1116.18,522.25,214.98,101.33,89.56,30.52,93.69,70.96,25.21,49.21,130.75,101.71
13926,BEAUPORT,QUEBEC,QC,723,2428.6,1070.27,1503.57,925.03,411.81,273.56,74.38,96.42,36.98,72.6,43.02,27.35,24.58,79.04,42.4
13927,BERTHIERVILLE,QUEBEC,QC,692,2154.87,982.29,1264.09,890.78,326.83,196.79,79.69,62.15,34.92,50.56,41.23,20.37,33.38,144.48,41.96
13940,UNKNOWN,QUEBEC,UNKNOWN,556,1177.12,587.18,740.25,436.87,229.82,84.95,73.14,29.36,18.55,18.41,29.64,6.73,36.73,34.64,43.36
13950,TANTALLON,ATLANTIC,NS,693,2489.83,1189.6,1542.82,947.01,481,142.38,106.72,61.84,34.22,88.68,66.66,31.2,30,138.14,75.72
13967,REPENTIGNY,QUEBEC,QC,909,3740.24,1614.65,2330.77,1409.46,659.79,445.42,116.19,136.6,56.62,86.96,41.87,49.12,39.62,133.52,37.29
14030,ST-NICOLAS,QUEBEC,QC,898,6015.45,2648.73,3609.15,2406.29,1042.73,527.63,245.29,115.65,73.42,173.23,119.15,80.75,65.19,278.04,122.35
14035,LAVAL,QUEBEC,QC,521,4258.06,1901.06,2549.85,1708.21,816.54,491.71,102.79,158.77,50.25,136.13,74.35,23.67,61.42,203.67,66.08
14082,LONGUEUIL,QUEBEC,QC,875,2792.7,1215.62,1774.36,1018.35,536.52,303.35,91.85,66.17,28.94,65.5,28.13,33.38,35.63,74.5,42.69
14105,LACHENAIE,QUEBEC,QC,890,5795.26,2541.87,3539.31,2255.95,928.77,594,196.92,232.92,95.73,134.6,80.58,70.77,78.44,231.5,78.62
14106,MASCOUCHE,QUEBEC,QC,778,2072.49,928.54,1295.32,777.18,425.23,290.6,56.46,85.21,18.52,58.06,26.96,16.15,20.42,82.33,25.9
14108,TROIS-RIVIÃˆRES,QUEBEC,QC,895,4797.91,2161.58,2874.3,1923.61,715.38,444.73,142.69,169.85,52.83,128.73,104.19,45.71,47.08,232.44,110.85
14110,MONTRÃ‰AL,QUEBEC,QC,920,8610.81,3761.58,5165.91,3444.9,1398.79,968.5,220.85,197.08,63.85,224.08,218.81,60.77,124.96,332.98,150.06
14125,ELMSDALE,ATLANTIC,NS,778,3716.39,1742.38,2297.41,1418.98,791.77,258.87,150.83,89.31,39.13,120.63,97.35,27.69,58.71,168.33,133.69
14126,LÃ‰VIS,QUEBEC,QC,927,5530,2421.16,3256.2,2273.8,845.9,470.51,184,142.24,62.47,147.84,112.63,82.53,72.82,301.53,98.78
14136,BLAINVILLE,QUEBEC,QC,893,6654.54,2917.79,4049.45,2605.09,1002.83,548.63,198.65,318.69,106.15,193.65,78.96,102.21,53.9,272.21,64.96
14140,TERREBONNE,QUEBEC,QC,832,3851.04,1712.19,2381.49,1469.55,742.5,479.02,124,146.54,64.02,105.31,53.27,29.4,44.83,157.04,48.21
14141,MONTRÃ‰AL,QUEBEC,QC,896,3617.82,1633.31,2202.94,1414.88,601.92,345.1,127.02,132.23,36.77,93.13,63.92,29.46,51.12,168.88,42.96
14145,MIRABEL,QUEBEC,QC,874,5101.96,2224.06,3045.51,2056.45,945.85,599.73,148.37,161.77,52.44,153.5,64.92,43.04,44.58,254.85,59.5
14147,MONT-TREMBLANT,QUEBEC,QC,964,7570.37,3217,4462.85,3107.52,1174.92,565.44,207.42,215.23,104.83,221.98,104.79,117.31,88.35,457.6,88.37
14155,LAPRAIRIE,QUEBEC,QC,899,5535.09,2432.65,3401.82,2133.27,881.81,426.31,189.23,176.71,75.87,157,75.62,107.1,67.92,225.29,74.94
14161,LONGUEUIL,QUEBEC,QC,923,4503.85,2010.75,2761.7,1742.16,792.02,522.98,96.62,111.77,47.77,144.79,73.54,37.29,52.4,198.04,70.77
14177,GLOUCESTER,ONTARIO,ON,378,1682.52,830.48,1034.8,647.71,336.27,164.12,62.29,55.04,19.85,53.77,34.38,6.23,45.85,96.15,42.33
14178,OTTAWA,ONTARIO,ON,423,1682.66,781.83,1020.81,661.85,254.04,150.15,78.13,60.96,10.9,54.4,30.83,12.44,36.13,75.12,29.56
14187,BROSSARD,QUEBEC,QC,935,5508.06,2391.23,3373.79,2134.27,805.79,547.1,163.06,150.4,54.58,123.02,94.12,65.63,74.94,227.62,73.42
14192,BELOEIL,QUEBEC,QC,858,3526.76,1555.87,2169.39,1357.36,618.06,351.75,110.46,137.31,50.42,82.29,44.73,51.25,46.4,147.12,38.9
14194,REPENTIGNY,QUEBEC,QC,761,2884.96,1266.61,1768.7,1116.26,494.77,308.64,70.86,110.98,41.3,77.57,38.61,34.07,34.16,127.86,39.27
14212,OTTAWA,ONTARIO,ON,1015,7215.51,3166.75,4502.33,2713.17,1113.81,423,261.94,133.77,120.31,208.25,115.25,98.33,135.58,252.9,110.67
14229,LES CEDRES,QUEBEC,QC,906,5187.49,2252.15,3139.7,2047.79,905.79,420.88,181.54,90.9,68.6,137.5,99.96,71.83,66.17,263.6,78.4
14241,QUÃ‰BEC,QUEBEC,QC,898,4348.84,1933.67,2732.74,1616.11,826.46,490.15,153.58,146.12,57.6,115.52,63.02,48.71,45.52,138.31,71.62
16101,CAP ST-IGNACE,QUEBEC,QC,789,3434.25,1501.79,2090.72,1343.53,525.92,289.25,174.1,68.71,40.44,88.73,59.44,57.46,33.88,148.73,72.4
16103,L'ISLET,QUEBEC,QC,873,4251,1875.19,2575.85,1675.15,616.15,378.15,154.44,92.63,60.02,118.13,77.15,53.83,59.35,190.77,93.56
16105,LA POCATIÃˆRE,QUEBEC,QC,848,2341.4,1044.81,1423.29,918.11,406.48,194.98,90.27,82.75,36.48,67.71,26.02,32.65,34.81,84.29,51.81
16106,SAINT-PHILIPPE,QUEBEC,QC,822,3440.39,1585.04,2109.64,1330.76,641.23,293.96,165,89.67,42,87.04,63.25,53.31,56.21,160.21,80.23
16108,RIVIÃˆRE DU LOUP,QUEBEC,QC,836,4064.95,1893.9,2392.69,1672.26,609.67,222.67,184.71,110.46,67.87,99.27,116.56,58.21,35.92,275.13,80.13
16109,RIVIÃˆRE DU LOUP,QUEBEC,QC,920,6140.4,2704.48,3901.57,2238.84,1229.04,688.17,208.58,180.54,75.52,201.37,72.54,94.58,76.5,166.81,110.48
16110,RIVIÃˆRE DU LOUP,QUEBEC,QC,915,3828.31,1694.67,2375.62,1452.69,658.85,347.77,136.4,124.17,43.27,107.63,51.65,59.06,53.6,149.85,68.44
16111,RIVIÃˆRE-DU-LOUP,QUEBEC,QC,931,3928.19,1773.94,2456.23,1471.96,765.29,307.23,172.9,155.77,42.37,96.17,58.87,73.25,51.85,170.73,83.06
16113,TROIS-PISTOLES,QUEBEC,QC,851,3550.7,1632.65,2126.56,1424.15,587.6,253.85,133.44,118.04,44.92,96.25,64.77,50.37,49.13,203.56,77.08
16195,MARKHAM,ONTARIO,ON,322,1128.16,548.71,649.05,479.11,162.21,77.04,55.96,47.17,1.67,23.54,25.21,0.04,28.6,88.25,15.54
33294,BRAMPTON,ONTARIO,ON,871,3485.49,1561.79,2144.37,1341.11,562.92,283.94,156.13,109.77,55.56,91.73,48.79,31.06,51.38,126.12,41
33298,LONDON,ONTARIO,ON,638,1734.25,784.48,1104.73,629.51,364.25,141.19,65.37,53.58,26.46,68.9,21.58,13.5,37.37,67.02,28.87
33345,WINDSOR,ONTARIO,ON,751,2388.27,1046.25,1525.76,862.52,457.5,228.42,73,66.98,28.94,91.08,22.98,12.71,36.4,69.9,45.87
33370,MARKHAM,ONTARIO,ON,876,2828.37,1252.42,1718.55,1109.82,465.13,166.42,86.71,67.56,56.37,81.31,38.87,34.63,28.63,156.65,35.25
33410,LONDON,ONTARIO,ON,471,2110.06,984.6,1342.19,767.87,461.44,161.15,117.44,56.21,22.73,74.67,19.75,18.77,45.88,63.88,39.75
33485,LONDON,ONTARIO,ON,451,1712.64,799.54,1053.98,658.66,375.37,149.5,81.56,64.79,17.52,66.9,20.71,8.33,38.77,78.96,26.52
33486,BRAMPTON,ONTARIO,ON,739,3291.17,1505.38,2014.13,1277.04,555.35,275.42,114.17,97.63,36.54,92.27,50.33,18.9,60.52,150.17,53.25
33526,BRANTFORD,ONTARIO,ON,748,2231.25,968.94,1363.96,867.29,323.35,175.25,79.23,63,29.71,62.79,31.6,14,44.67,79.6,41.19
33542,SCARBOROUGH,ONTARIO,ON,705,2833.22,1371.04,1707.89,1125.33,522.75,141.42,134.19,79.38,50.6,88,55.31,18.83,50.56,158.21,57.4
33551,SARNIA,ONTARIO,ON,722,1405.63,632.69,879.44,526.19,278.46,116.46,49.79,44.5,19.5,53.58,13.71,13.37,21.42,51.92,32.92
33605,GUELPH,ONTARIO,ON,736,1843.02,828.52,1142.11,700.92,378.75,151.29,79.15,62.23,33.75,67.29,16.42,15.48,31.15,70.77,36.08
33629,BRAMPTON,ONTARIO,ON,546,1076.25,502.88,655.66,420.6,203.54,86.42,61.73,46.65,14.54,42.29,9.48,2.98,20.81,38.46,13.73
33633,GUELPH,ONTARIO,ON,385,825.97,400.19,523.87,302.1,210.15,80.37,41.54,36.13,7.42,41.42,10.58,4.87,14.38,37.88,19.15
33635,MISSISSAUGA,ONTARIO,ON,907,4524.11,2020.75,2808.03,1716.08,758.1,326.73,151.04,119.87,85.1,119.52,84.02,39.65,84.75,186.6,55.38
33643,KINGSTON,ONTARIO,ON,788,2959.28,1307.75,1857.05,1102.23,572.29,303.54,88.21,86.79,42.58,91.77,37.67,22.63,46.75,89.79,72.12
33646,ORLEANS,ONTARIO,ON,323,1308.51,639.96,803.73,504.78,254,130.19,58.77,49.38,6.38,39.63,28.35,5.87,32.85,66.04,38.06
33656,AJAX,ONTARIO,ON,745,1940.86,863.69,1191.64,749.22,336.15,186.08,63.52,58.87,26.94,55.63,27.25,15.5,37.04,79.71,23.79
33659,BARRIE,ONTARIO,ON,881,3680.22,1607.21,2326.34,1353.88,725.98,319.69,132.13,105.83,72.9,124.25,43.5,42.71,59.85,114.17,49.9
33728,ORLEANS,ONTARIO,ON,282,820.35,397.58,494.5,325.85,135.96,88.19,36.71,36.87,0,21.1,14.08,1.94,17.52,35.08,19.19
